selected_file_path,detected_tournament_label,detected_school_folder,detected_team_code,reason_selected
Emory\PeSt\Emory-PeSt-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,Northwestern,Emory,PeSt,matched tournament token using tournament_disclosure_counts logic
Emory\PeSt\Emory-PeSt-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,Northwestern,Emory,PeSt,matched tournament token using tournament_disclosure_counts logic
Emory\PeSt\Emory-PeSt-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,Northwestern,Emory,PeSt,matched tournament token using tournament_disclosure_counts logic
Emory\RuYo\Emory-RuYo-Aff-1.-Northwestern-Round-2.docx,Northwestern,Emory,RuYo,matched tournament token using tournament_disclosure_counts logic
Emory\RuYo\Emory-RuYo-Aff-1.-Northwestern-Round-3.docx,Northwestern,Emory,RuYo,matched tournament token using tournament_disclosure_counts logic
Emory\RuYo\Emory-RuYo-Aff-1.-Northwestern-Round-6.docx,Northwestern,Emory,RuYo,matched tournament token using tournament_disclosure_counts logic
Emory\RuYo\Emory-RuYo-Aff-1.-Northwestern-Round-8.docx,Northwestern,Emory,RuYo,matched tournament token using tournament_disclosure_counts logic
Emory\RuYo\Emory-RuYo-Neg-1.-Northwestern-Round-1.docx,Northwestern,Emory,RuYo,matched tournament token using tournament_disclosure_counts logic
Emory\RuYo\Emory-RuYo-Neg-1.-Northwestern-Round-4.docx,Northwestern,Emory,RuYo,matched tournament token using tournament_disclosure_counts logic
Emory\RuYo\Emory-RuYo-Neg-1.-Northwestern-Round-5.docx,Northwestern,Emory,RuYo,matched tournament token using tournament_disclosure_counts logic
Emory\RuYo\Emory-RuYo-Neg-1.-Northwestern-Round-7.docx,Northwestern,Emory,RuYo,matched tournament token using tournament_disclosure_counts logic
Emory\SoWa\Emory-SoWa-Aff-Northwestern-Round-1.docx,Northwestern,Emory,SoWa,matched tournament token using tournament_disclosure_counts logic
Emory\SoWa\Emory-SoWa-Aff-Northwestern-Round-3.docx,Northwestern,Emory,SoWa,matched tournament token using tournament_disclosure_counts logic
Emory\SoWa\Emory-SoWa-Aff-Northwestern-Round-6.docx,Northwestern,Emory,SoWa,matched tournament token using tournament_disclosure_counts logic
Emory\SoWa\Emory-SoWa-Aff-Northwestern-Round-7.docx,Northwestern,Emory,SoWa,matched tournament token using tournament_disclosure_counts logic
Emory\SoWa\Emory-SoWa-Neg-Northwestern-Round-2.docx,Northwestern,Emory,SoWa,matched tournament token using tournament_disclosure_counts logic
Emory\SoWa\Emory-SoWa-Neg-Northwestern-Round-4.docx,Northwestern,Emory,SoWa,matched tournament token using tournament_disclosure_counts logic
Emory\SoWa\Emory-SoWa-Neg-Northwestern-Round-5.docx,Northwestern,Emory,SoWa,matched tournament token using tournament_disclosure_counts logic
Emory\SoWa\Emory-SoWa-Neg-Northwestern-Round-8.docx,Northwestern,Emory,SoWa,matched tournament token using tournament_disclosure_counts logic
Emory\WaKi\Emory-WaKi-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,Northwestern,Emory,WaKi,matched tournament token using tournament_disclosure_counts logic
Emory\WaKi\Emory-WaKi-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,Northwestern,Emory,WaKi,matched tournament token using tournament_disclosure_counts logic
Emory\WaKi\Emory-WaKi-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,Northwestern,Emory,WaKi,matched tournament token using tournament_disclosure_counts logic
Emory\WaKi\Emory-WaKi-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Northwestern,Emory,WaKi,matched tournament token using tournament_disclosure_counts logic
Emory\WaKi\Emory-WaKi-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx,Northwestern,Emory,WaKi,matched tournament token using tournament_disclosure_counts logic
Georgetown\AgCo\Georgetown-AgCo-Aff-01---Northwestern-Round-1.docx,Northwestern,Georgetown,AgCo,matched tournament token using tournament_disclosure_counts logic
Georgetown\AgCo\Georgetown-AgCo-Aff-01---Northwestern-Round-3.docx,Northwestern,Georgetown,AgCo,matched tournament token using tournament_disclosure_counts logic
Georgetown\AgCo\Georgetown-AgCo-Aff-01---Northwestern-Round-6.docx,Northwestern,Georgetown,AgCo,matched tournament token using tournament_disclosure_counts logic
Georgetown\AgCo\Georgetown-AgCo-Aff-01---Northwestern-Round-7.docx,Northwestern,Georgetown,AgCo,matched tournament token using tournament_disclosure_counts logic
Georgetown\AgCo\Georgetown-AgCo-Neg-01---Northwestern-Round-2.docx,Northwestern,Georgetown,AgCo,matched tournament token using tournament_disclosure_counts logic
Georgetown\AgCo\Georgetown-AgCo-Neg-01---Northwestern-Round-4.docx,Northwestern,Georgetown,AgCo,matched tournament token using tournament_disclosure_counts logic
Georgetown\AgCo\Georgetown-AgCo-Neg-01---Northwestern-Round-5.docx,Northwestern,Georgetown,AgCo,matched tournament token using tournament_disclosure_counts logic
Georgetown\AgCo\Georgetown-AgCo-Neg-01---Northwestern-Round-8.docx,Northwestern,Georgetown,AgCo,matched tournament token using tournament_disclosure_counts logic
Georgetown\GrTa\Georgetown-GrTa-Neg-01---OLC-Memorial-Debates-@-Northwestern-Round-2.docx,Northwestern,Georgetown,GrTa,matched tournament token using tournament_disclosure_counts logic
Georgetown\GrTa\Georgetown-GrTa-Neg-01---OLC-Memorial-Debates-@-Northwestern-Round-4.docx,Northwestern,Georgetown,GrTa,matched tournament token using tournament_disclosure_counts logic
Georgetown\GrTa\Georgetown-GrTa-Neg-01---OLC-Memorial-Debates-@-Northwestern-Round-5.docx,Northwestern,Georgetown,GrTa,matched tournament token using tournament_disclosure_counts logic
Georgetown\GrTa\Georgetown-GrTa-Neg-01---OLC-Memorial-Debates-@-Northwestern-Round-8.docx,Northwestern,Georgetown,GrTa,matched tournament token using tournament_disclosure_counts logic
Georgetown\KlLi\Georgetown-KlLi-Aff-01---Northwestern-Round-2.docx,Northwestern,Georgetown,KlLi,matched tournament token using tournament_disclosure_counts logic
Georgetown\KlLi\Georgetown-KlLi-Aff-01---Northwestern-Round-3.docx,Northwestern,Georgetown,KlLi,matched tournament token using tournament_disclosure_counts logic
Georgetown\KlLi\Georgetown-KlLi-Aff-01---Northwestern-Round-6.docx,Northwestern,Georgetown,KlLi,matched tournament token using tournament_disclosure_counts logic
Georgetown\KlLi\Georgetown-KlLi-Aff-01---Northwestern-Round-8.docx,Northwestern,Georgetown,KlLi,matched tournament token using tournament_disclosure_counts logic
Georgetown\KlLi\Georgetown-KlLi-Neg-01---Northwestern-Round-1.docx,Northwestern,Georgetown,KlLi,matched tournament token using tournament_disclosure_counts logic
Georgetown\KlLi\Georgetown-KlLi-Neg-01---Northwestern-Round-4.docx,Northwestern,Georgetown,KlLi,matched tournament token using tournament_disclosure_counts logic
Georgetown\KlLi\Georgetown-KlLi-Neg-01---Northwestern-Round-5.docx,Northwestern,Georgetown,KlLi,matched tournament token using tournament_disclosure_counts logic
Georgetown\KlLi\Georgetown-KlLi-Neg-01---Northwestern-Round-7.docx,Northwestern,Georgetown,KlLi,matched tournament token using tournament_disclosure_counts logic
Georgetown\LaNa\Georgetown-LaNa-Aff-01---Northwestern-Round-1.docx,Northwestern,Georgetown,LaNa,matched tournament token using tournament_disclosure_counts logic
Georgetown\LaNa\Georgetown-LaNa-Aff-01---Northwestern-Round-4.docx,Northwestern,Georgetown,LaNa,matched tournament token using tournament_disclosure_counts logic
Georgetown\LaNa\Georgetown-LaNa-Aff-01---Northwestern-Round-5.docx,Northwestern,Georgetown,LaNa,matched tournament token using tournament_disclosure_counts logic
Georgetown\LaNa\Georgetown-LaNa-Aff-01---Northwestern-Round-7.docx,Northwestern,Georgetown,LaNa,matched tournament token using tournament_disclosure_counts logic
Georgetown\LaNa\Georgetown-LaNa-Neg-01---Northwestern-Round-2.docx,Northwestern,Georgetown,LaNa,matched tournament token using tournament_disclosure_counts logic
Georgetown\LaNa\Georgetown-LaNa-Neg-01---Northwestern-Round-3.docx,Northwestern,Georgetown,LaNa,matched tournament token using tournament_disclosure_counts logic
Georgetown\LaNa\Georgetown-LaNa-Neg-01---Northwestern-Round-6.docx,Northwestern,Georgetown,LaNa,matched tournament token using tournament_disclosure_counts logic
Georgetown\LaNa\Georgetown-LaNa-Neg-01---Northwestern-Round-8.docx,Northwestern,Georgetown,LaNa,matched tournament token using tournament_disclosure_counts logic
Georgetown\WaCo\Georgetown-WaCo-Aff-01---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Northwestern,Georgetown,WaCo,matched tournament token using tournament_disclosure_counts logic
Georgetown\WaCo\Georgetown-WaCo-Neg-01---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,Northwestern,Georgetown,WaCo,matched tournament token using tournament_disclosure_counts logic
Georgia\CaPa\Georgia-CaPa-Aff-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Northwestern,Georgia,CaPa,matched tournament token using tournament_disclosure_counts logic
