source_file,team_code,tournament_name,round_number,side,opponent,win_loss,judge,num_positions,num_adv_inh_solv,num_offs,num_cards_total,num_cards_with_highlight,total_highlighted_words,parse_confidence,warnings,tournament_source,num_offs_x_num_cards_total,num_offs_x_total_highlighted_words,num_cards_total_x_num_cards_with_highlight,num_positions_x_num_cards_total,num_adv_inh_solv_x_num_cards_total,dataset_split
Emory-WaKi-Neg-Gonzaga-University-Jesuit-Debates-Round-7.docx,Emory KW,Gonzaga,7,neg,Purdue HH - ONLINE,W,"Hansen Cooper, Deven Wang Tinghan",2,0,2,2,2,122,high,,Gonzaga,4,244,4,4,0,train
Iowa-KlSe-Neg-3.-Gonzaga-University-Jesuit-Debates-Round-1.docx,Iowa SK,Gonzaga,1,neg,Gonzaga WR,W,"Roe Reza Husain - ONLINE, Irshad Severson Lily",1,0,1,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Wyoming-WiWi-Neg-1.-Northwestern-Round-4.docx,Wyoming WW,Northwestern,4,neg,Dartmouth KR,W,"Rao Fernando - ONLINE, Aaron Willson Jean-Luc",1,0,1,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Michigan-EsSh-Neg-Gonzaga-Round-2.docx,Michigan ES,Gonzaga,2,neg,Texas FL,W,"Low Stupek, Johnnie Esmailzadeh Cyrus",4,0,4,13,13,1258,high,,Gonzaga,52,5032,169,52,0,train
Northwestern-ArHi-Neg-01---Gonzaga-Round-5.docx,Northwestern AH,Gonzaga,5,neg,Minnesota HU,L,"Usenov Navarrete - ONLINE, Manny Hines Brock",14,0,14,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
CSULongBeach-OrMe-Neg-04---Operation_-Gonzigga-(Gonzaga-University-Jesuit-Debates)-Round-7.docx,CSU Long Beach OM,Gonzaga,7,neg,Emory GS - ONLINE,L,"Song Reese - ONLINE, Thomas Ortega Curtis",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Emory-OkPa-Neg-1---Northwestern-Round-3.docx,Emory OP,Northwestern,3,neg,UTD PR,L,"Ravi Park, Jimin okahata michi",6,0,6,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Baylor-MePh-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Baylor PM,Northwestern,1,aff,Wake Forest HN,L,"Namikas Snelling, Tyler Merriwether Jessie",1,1,0,8,8,1761,high,,Northwestern,0,0,64,8,8,train
Emory-LoYa-Aff-03---Gonzaga-Round-2.docx,Emory LY,Gonzaga,2,aff,Michigan State JS - ONLINE,W,"Scully Ferguson - ONLINE, Josiah Yang Coralynn",10,10,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
MichiganState-GuLe-Aff-Northwestern-Round-3.docx,Michigan State GL,Northwestern,3,aff,Emory GS,W,"Song Byrne, AJ Gusis Joanna",4,4,0,1,1,1583,high,,Northwestern,0,0,1,4,4,train
Georgetown-LaNa-Neg-03---Gonzaga-Round-1.docx,Georgetown LN,Gonzaga,1,neg,Michigan CC,L,"Chen Di, Jordan Lastelick Luke",8,0,8,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Baylor-DaLa-Neg-Gonzaga-Round-3.docx,Baylor DL,Gonzaga,3,neg,Northwestern LR,L,"Rubin McCullough, Hunter Darwish Omar",2,0,2,7,7,2317,high,,Gonzaga,14,4634,49,14,0,train
Michigan-ShSh-Neg-Northwestern-Round-7.docx,Michigan SS,Northwestern,7,neg,Georgetown AC,L,"Aggarwal Wagner - ONLINE, Addison Shih Conner",6,0,6,14,14,1398,high,,Northwestern,84,8388,196,84,0,train
Michigan-ChCh-Aff-3---Gonzaga-Round-5.docx,Michigan CC,Gonzaga,5,aff,Stanford LY - ONLINE,L,"Yan Rao, Bryce Chamarthy Gautam",10,10,0,43,43,3573,high,,Gonzaga,0,0,1849,430,430,train
SouthernCalifornia-BhRa-Neg-1-Northwestern-Round-8.docx,Southern California BR,Northwestern,8,neg,Georgetown VP,W,"Perez-Rubio Gidley - ONLINE, Ned Rahman Rayeed",5,0,5,1,1,31,high,,Northwestern,5,155,1,5,0,train
Michigan-ChSa-Aff-3---Gonzaga-Round-5.docx,Michigan CS,Gonzaga,5,aff,Georgetown AC,L,"Cowan Stannard, Matt Saudek Ben",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Texas-GaSt-Aff-02---Gonzaga-Round-7.docx,Texas GS,Gonzaga,7,aff,Northwestern HP,W,"Peltier Huffman - ONLINE, Maile Stevenson Devon",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
MichiganState-FoMa-Aff-04---Gonzaga-Round-4.docx,Michigan State FM,Gonzaga,4,aff,Iowa PA - ONLINE,L,"Anderson McElligott Cooper, Deven Foster Isabella",7,7,0,2,2,341,high,,Gonzaga,0,0,4,14,14,train
Northwestern-RuLi-Neg-01---Northwestern-Round-5.docx,Northwestern LR,Northwestern,5,neg,Emory KS,W,"Shirts Glancy, Nathan Rubin Veronica",14,0,14,0,0,0,medium,,Northwestern,0,0,0,0,0,train
UCBerkeley-BoUr-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx,UC Berkeley UB,Northwestern,6,neg,UTD PR,L,"Ravi Morbeck, Gabriel Urfalian Molly",2,0,2,10,10,1945,high,,Northwestern,20,3890,100,20,0,train
MissouriState-NeSi-Aff-01-Northwestern-Round-7.docx,Missouri State NS,Northwestern,7,aff,Macalester DC,W,"Costello Malsin, Mikaela Neal Nico",6,6,0,20,20,2712,high,,Northwestern,0,0,400,120,120,train
Emory-LoYa-Neg-01---Northwestern-Round-6.docx,Emory LY,Northwestern,6,neg,UC Berkeley RM,W,"Reichel Freehan, Tim Yang Coralynn",8,0,8,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Texas-FeLo-Aff-2--Gonzaga-Round-2.docx,Texas FL,Gonzaga,2,aff,Michigan ES,L,"Shetty Stupek, Johnnie Feinstein Lindsay Jade",1,1,0,9,9,603,high,,Gonzaga,0,0,81,9,9,train
DartmouthCollege-PaHa-Neg-01----northwestern-Round-8.docx,Dartmouth HP,Northwestern,8,neg,Kansas LH,W,"Harker Fleming, Nick Park Ethan",9,0,9,1,1,175,high,,Northwestern,9,1575,1,9,0,train
ArizonaState-SaSm-Neg-1---Owen-L.-Coon-Round-6.docx,Arizona State SS,Northwestern,6,neg,Southern California TM - ONLINE,L,"Troup Luckett - ONLINE, Jazmyn Smith Aden",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Wyoming-CaHa-Aff-NUSO-Round-4.docx,Wyoming CH,Northwestern,4,aff,Georgetown GT,L,"Tamfu Luckett - ONLINE, Jazmyn Campbell Jaden",1,1,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Trinity-CrKh-Aff-01-----Gonzaga-Round-3.docx,Trinity CK,Gonzaga,3,aff,Emory KW - ONLINE,L,"Kibe Ella - ONLINE, Maeve Crowley Leo",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Indiana-FiTr-Neg-1.-Northwestern-Round-5.docx,Indiana TF,Northwestern,5,neg,UC Davis MS,L,"Mijares Nagel, Jeff Fish Zander",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Kansas-BaMc-Neg-1---Northwestern-Round-8.docx,Kansas MB,Northwestern,8,neg,UTD PR,L,"Ravi Turner, John McConnell Sean",9,0,9,1,1,560,high,,Northwestern,9,5040,1,9,0,train
Michigan-MoAl-Neg-2---Gonzaga-Round-7.docx,Michigan AM,Gonzaga,7,neg,Iowa EW - ONLINE,L,"Eltyeb Ramsey - ONLINE, Jordan Moon Ava",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Texas-FeLo-Neg-2--Gonzaga-Round-8.docx,Texas FL,Gonzaga,8,neg,Kansas UA,W,"Ulven & Ain stidham - ONLINE,",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
MichiganState-JaSc-Aff-4---Gonzaga-Round-1.docx,Michigan State JS,Gonzaga,1,aff,Trinity CK - ONLINE,W,"Khalikov Stamenkovic Diez, Nikola Jarman Zaria",4,4,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Iowa-BiSa-Neg-3--Gonzaga-University-Jesuit-Debates-Round-8.docx,Iowa BS,Gonzaga,8,neg,Dartmouth BC,W,"Carpenter Jordan - ONLINE, Tommy Bilicki Rose",1,0,1,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
MacalesterCollege-CoDu-Aff-Owen-L-Coon-Memorial-Tournament-at-Northwestern-Round-5.docx,Macalester DC,Northwestern,5,aff,Missouri State HN,L,"Neal Callahan, Christopher Durbin Annabelle",2,2,0,10,10,1978,high,,Northwestern,0,0,100,20,20,train
Gonzaga-WeRo-Aff-Northwestern-Round-3.docx,Gonzaga WR,Northwestern,3,aff,George Mason DG - ONLINE,L,"Gorman Allsup - ONLINE, Andrew Wellman Kaelyn",3,3,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Kansas-BrWa-Aff-3---Gonzaga-Round-7.docx,Kansas BW,Gonzaga,7,aff,Dartmouth CG,L,"Goldberg Karthikeyan - ONLINE, Viveth Brown Connor",14,14,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
UCBerkeley-BoUr-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,UC Berkeley UB,Northwestern,5,aff,CSU Long Beach OM,L,"Medina Fifelski, Kurt Urfalian Molly",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Gonzaga-WeRo-Neg-Gonzaga!-Round-2.docx,Gonzaga WR,Gonzaga,2,neg,Michigan BP,L,"Park Symonds, Adam Wellman Kaelyn",2,0,2,1,1,599,high,,Gonzaga,2,1198,1,2,0,train
Michigan-OuAg-Neg-1-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Michigan AO,Northwestern,1,neg,Iowa PA,L,"Anderson McElligott Lasseter, Storm Ou Robert",3,0,3,9,9,1864,high,,Northwestern,27,5592,81,27,0,train
Michigan-JoGa-Neg-0---northwestern-Round-6.docx,Michigan GJ,Northwestern,6,neg,Michigan State GS,L,"Shehzad Williams, DJ Garvey Alexis",2,0,2,5,5,1633,high,,Northwestern,10,3266,25,10,0,train
SouthernCalifornia-TrMi-Neg-Northwestern-Round-2.docx,Southern California TM,Northwestern,2,neg,Cornell DV - ONLINE,W,"Vorontsova Li, Vincent H",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Emory-GaSo-Neg-4.-Gonzaga-Round-4.docx,Emory GS,Gonzaga,4,neg,Wake Forest LW,W,"Wolfe Osei - ONLINE, Kwudjwa Gallagher Daniel",6,0,6,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
MissouriState-HaNe-Aff-01-Northwestern-Round-3.docx,Missouri State HN,Northwestern,3,aff,Georgetown LN,L,"Nanji Trufanov, Anthony Hahn Shelby",3,3,0,1,1,282,high,,Northwestern,0,0,1,3,3,train
WesternKentucky-NeKu-Aff-01---Northwestern-Round-8.docx,Western Kentucky KN,Northwestern,8,aff,George Mason WW - ONLINE,L,"Wright Sendejas - ONLINE, Adrian Ney Riley",8,8,0,32,32,3267,high,,Northwestern,0,0,1024,256,256,train
Emory-GrCh-Aff-1---Owen-L.-Coon-Memorial-Debates-Round-5.docx,Emory CG,Northwestern,5,aff,Michigan AM,L,"Moon Byrne, AJ Chen Jason",5,5,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Emory-KiSh-Neg-01---Northwestern-Round-6.docx,Emory KS,Northwestern,6,neg,Wichita State MG - ONLINE,W,"Griffith Kuiper, Keryk Shirts Jared",6,0,6,0,0,0,medium,,Northwestern,0,0,0,0,0,train
MichiganState-GuLe-Neg-Northwestern-Round-8.docx,Michigan State GL,Northwestern,8,neg,Kansas BW,W,"Walawender Fifelski, Kurt Gusis Joanna",19,0,19,10,10,1143,high,,Northwestern,190,21717,100,190,0,train
Emory-AgSt-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Emory AS,Northwestern,1,aff,Wake Forest BA,W,"Aderibigbe Baez, Kristiana Aggarwal Sachin",4,4,0,1,1,1945,high,,Northwestern,0,0,1,4,4,train
MichiganState-FoMa-Neg-01---Northwestern-Round-1.docx,Michigan State FM,Northwestern,1,neg,Harvard AB,L,"Bodet Hecht, Margaret Foster Isabella",12,0,12,8,8,859,high,,Northwestern,96,10308,64,96,0,train
DartmouthCollege-CaGo-Aff-4---Gonzaga-Round-6.docx,Dartmouth CG,Gonzaga,6,aff,Minnesota HU,W,"Usenov Weideman, Joe Cai Nora",3,3,0,2,2,1603,high,,Gonzaga,0,0,4,6,6,train
Minnesota-HaUs-Aff-3-Gonzaga-University-Jesuit-Debates-Round-5.docx,Minnesota HU,Gonzaga,5,aff,Northwestern AH,W,"Hines Navarrete - ONLINE, Manny Usenov Timur",13,13,0,43,43,4237,high,,Gonzaga,0,0,1849,559,559,train
UTD-HoHu-Aff-02---Gonzaga-Round-7.docx,UTD HH,Gonzaga,7,aff,Wyoming WW,W,"Willson McGraw, Bennett Humphrey Adam",4,4,0,2,2,601,high,,Gonzaga,0,0,4,8,8,train
WakeForest-DiEl-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,Wake Forest DE,Northwestern,8,neg,Western Kentucky IP,W,"Puranik Freehan, Tim Elliott Elizabeth",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
MichiganState-GuLe-Aff-Northwestern-Round-7.docx,Michigan State GL,Northwestern,7,aff,Michigan BP,L,"Park Edwards, Maverick Gusis Joanna",2,2,0,4,4,1220,high,,Northwestern,0,0,16,8,8,train
MissouriState-NeSi-Neg-01-Northwestern-Round-8.docx,Missouri State NS,Northwestern,8,neg,Macalester HW,W,"Winters Navarrete, Manny Neal Nico",10,0,10,1,1,27,high,,Northwestern,10,270,1,10,0,train
DartmouthCollege-CaGo-Neg-1---NUSO-Round-3.docx,Dartmouth CG,Northwestern,3,neg,Emory SW,W,"Wang Kelley, Brandon Cai Nora",6,0,6,2,2,153,high,,Northwestern,12,918,4,12,0,train
MichiganState-GeSh-Neg-Gonzaga-University-Jesuit-Debates-Round-1.docx,Michigan State GS,Gonzaga,1,neg,Navy CR - ONLINE,W,"Connor Makuch, Flynn Gearring Arielle",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Harvard-AoBo-Aff-1.-Northwestern-Round-8.docx,Harvard AB,Northwestern,8,aff,Michigan AO,L,"Ou Zaidi - ONLINE, Kumail Aoki Seiji",3,3,0,32,32,2233,high,,Northwestern,0,0,1024,96,96,train
Northwestern-LeWe-Neg-3---Gonzaga-Round-1.docx,Northwestern LW,Gonzaga,1,neg,Michigan ES,L,"Shetty Fleming, Nick Lee Michael",5,0,5,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Wyoming-CaHa-Aff-Gonzaga-Round-5.docx,Wyoming CH,Gonzaga,5,aff,Wichita State GM - ONLINE,L,"Molina Chavez & Griffith delph, kenny",3,3,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
MichiganState-FoMa-Neg-04---Gonzaga-Round-5.docx,Michigan State FM,Gonzaga,5,neg,Texas FL,L,"Low Spiers, Jared Foster Isabella",12,0,12,3,3,827,high,,Gonzaga,36,9924,9,36,0,train
Wyoming-WiWi-Neg-1.-Northwestern-Round-7.docx,Wyoming WW,Northwestern,7,neg,Wake Forest HN,L,"Namikas Kuiper, Keryk Willson Jean-Luc",2,0,2,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Kentucky-GaSl-Aff-Northwestern-Round-7.docx,Kentucky GS,Northwestern,7,aff,Baylor LL,W,"LoCicero Reddy - ONLINE, Pav Gabay Ariel",4,4,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
UCBerkeley-MeRe-Neg-3---Gonzaga-Round-6.docx,UC Berkeley RM,Gonzaga,6,neg,Wake Forest DE,W,"Elliott Trufanov, Anthony Menotti Emilio",9,0,9,24,24,4054,high,,Gonzaga,216,36486,576,216,0,train
Baylor-LoLi-Neg-Northwestern-Round-3.docx,Baylor LL,Northwestern,3,neg,Iowa WE,L,"Eltyeb Pickens, Jazmine LoCicero Isabella",2,0,2,4,4,1799,high,,Northwestern,8,3598,16,8,0,train
Stanford-LaLa-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Stanford LL,Northwestern,1,neg,Southern California TM - ONLINE,W,"Troup Bukowsky - ONLINE, Holden Lai Kevin",3,0,3,2,2,1768,high,,Northwestern,6,5304,4,6,0,train
Michigan-ChCh-Neg-1---Northwestern-Round-4.docx,Michigan CC,Northwestern,4,neg,Southern California BM - ONLINE,W,"Martin Howley, Shannon Chamarthy Gautam",5,0,5,11,11,1408,high,,Northwestern,55,7040,121,55,0,train
Northwestern-RuLi-Aff-01---Northwestern-Round-4.docx,Northwestern LR,Northwestern,4,aff,Kansas MB - ONLINE,W,"McConnell & Bath Noriega - ONLINE,",9,9,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
SouthernCalifornia-BrMa-Aff-Gonzaga-Round-5.docx,Southern California BM,Gonzaga,5,aff,Kansas SS,L,"Shaw Rebrovick, Tripp Bradley Clare",2,2,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Kansas-BrWa-Aff-1---Northwestern-Round-4.docx,Kansas BW,Northwestern,4,aff,Missouri State NS,L,"Siever Trufanov, Anthony Brown Connor",9,9,0,1,1,883,high,,Northwestern,0,0,1,9,9,train
DartmouthCollege-JoRa-Aff-2---Gonzaga-Round-6.docx,Dartmouth JR,Gonzaga,6,aff,Michigan SS,L,"Shih Aoki, Kenji Rao Sebastian",1,1,0,5,5,697,high,,Gonzaga,0,0,25,5,5,train
SouthernCalifornia-VeHu-Aff-Gonzaga-University-Jesuit-Debates-Round-3.docx,Southern California HV,Gonzaga,3,aff,UTD DD,L,"D'Antuono Fisher, Corey Vega Janet",2,2,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Purdue-HaHa-Aff-1---Gonzaga-Round-4.docx,Purdue HH,Gonzaga,4,aff,Southern California DT - ONLINE,L,"Turner Bricker, Brett Hawksworth Riley",3,3,0,1,1,629,high,,Gonzaga,0,0,1,3,3,train
Michigan-EsSh-Neg-Gonzaga-Round-6.docx,Michigan ES,Gonzaga,6,neg,Wake Forest LW,W,"Wolfe Jordan - ONLINE, Tommy Esmailzadeh Cyrus",5,0,5,12,12,1707,high,,Gonzaga,60,8535,144,60,0,train
Emory-AgSt-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx,Emory AS,Northwestern,6,neg,Missouri State HN,W,"Neal Weintraub, Josh Aggarwal Sachin",9,0,9,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Emory-KiSh-Neg-01---Northwestern-Round-3.docx,Emory KS,Northwestern,3,neg,Southern California TM - ONLINE,W,"Troup Zaidi - ONLINE, Kumail Shirts Jared",5,0,5,1,1,1,high,,Northwestern,5,5,1,5,0,train
Michigan-ChSa-Neg-3---Gonzaga-Round-4.docx,Michigan CS,Gonzaga,4,neg,Emory KW - ONLINE,W,"Kibe Cavanaugh - ONLINE, Ryan Saudek Ben",1,0,1,10,10,1959,high,,Gonzaga,10,1959,100,10,0,train
Northwestern-RuLi-Neg-03---Gonzaga-Round-5.docx,Northwestern LR,Gonzaga,5,neg,Binghamton CK,L,"King Michael, Joshua Rubin Veronica",6,0,6,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Emory-PeSt-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Emory PS,Northwestern,1,aff,Kansas SC,L,"Chidambaranathan Byrne, AJ Pelli Madeleine",1,1,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
WichitaState-GrMo-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,Wichita State MG,Northwestern,8,neg,Michigan State FM,L,"Martin Kuffour - ONLINE, Julian Molina Chavez Miguel",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
MichiganState-GeSh-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,Michigan State GS,Northwestern,5,neg,UTD HK,L,"Hale Hudson, Lawson Gearring Arielle",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
MichiganState-FoMa-Aff-01---Northwestern-Round-8.docx,Michigan State FM,Northwestern,8,aff,Wichita State MG - ONLINE,W,"Griffith Kuffour - ONLINE, Julian Foster Isabella",4,4,0,8,8,1211,high,,Northwestern,0,0,64,32,32,train
SouthernCalifornia-BrMa-Aff-Northwestern-Round-8.docx,Southern California BM,Northwestern,8,aff,Missouri State HN,W,"Neal Moore - ONLINE, Jack Bradley Clare",2,2,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
WakeForest-KaSh-Aff-1---Northwestern-Round-8.docx,Wake Forest SK,Northwestern,8,aff,Southern California TM - ONLINE,L,"Troup Jensen - ONLINE, William Shakarov Hanna",1,1,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Emory-GrCh-Neg-3---Gonzaga-Round-2.docx,Emory CG,Gonzaga,2,neg,Southern California DT - ONLINE,L,"Turner Jensen - ONLINE, William Chen Jason",10,0,10,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Iowa-WeEl-Neg-03-----Gonzaga-University-Jesuit-Debates-Round-1.docx,Iowa EW,Gonzaga,1,neg,Emory CG - ONLINE,W,"Watson - ONLINE, Solomon Weimar Nathan",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Northwestern-RuLi-Neg-01---Northwestern-Round-3.docx,Northwestern LR,Northwestern,3,neg,Kansas WW,L,"Williams White, Adam Rubin Veronica",8,0,8,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Wyoming-WiWi-Aff-4.-Gonzaga-Round-1.docx,Wyoming WW,Gonzaga,1,aff,Dartmouth BC,W,"Carpenter Vernon, Kc Willson Jean-Luc",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
SouthernCalifornia-TrMi-Neg-Northwestern-Round-8.docx,Southern California TM,Northwestern,8,neg,Wake Forest SK,W,"Kampine Jensen - ONLINE, William Mills Jackson",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Emory-ChRa-Neg-Gonzaga-Round-7.docx,Emory CR,Gonzaga,7,neg,Michigan CS,L,"Saudek Maag - ONLINE, Eric Ravikumar Adhitya",1,0,1,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Michigan-BaPa-Neg-Gonzaga-Round-1.docx,Michigan BP,Gonzaga,1,neg,Kansas BM,W,"McConnell Greer, Ethan Barrett Eleanor",4,0,4,16,16,3369,high,,Gonzaga,64,13476,256,64,0,train
Gonzaga-WeRo-Neg-Northwestern-Round-5.docx,Gonzaga WR,Northwestern,5,neg,Iowa PA,L,"Anderson McElligott Moore - ONLINE, Jack Wellman Kaelyn",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
WakeForest-HaNa-Neg-Gonzaga-University-Jesuit-Debates-Round-1.docx,Wake Forest HN,Gonzaga,1,neg,Dartmouth JR - ONLINE,W,"Rao Jordan - ONLINE, Tommy Hale Destiny",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
WakeForest-DiEl-Aff-2---Gonzaga-University-Jesuit-Debates-Round-3.docx,Wake Forest DE,Gonzaga,3,aff,Stanford LY - ONLINE,L,"Yan Repko - ONLINE, William Elliott Elizabeth",6,6,0,9,9,2351,high,,Gonzaga,0,0,81,54,54,train
Emory-StTa-Aff-Gonzaga-Round-5.docx,Emory TS,Gonzaga,5,aff,Arizona State SS,L,"Saxena Anderson - ONLINE, Ralph Stearns Maggie",2,2,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Kentucky-GaSl-Aff-Gonzaga-Round-7.docx,Kentucky GS,Gonzaga,7,aff,Michigan CC,L,"Chen Fleming, Nick Gabay Ariel",5,5,0,3,3,2188,high,,Gonzaga,0,0,9,15,15,train
Texas-GaSt-Neg-02---Gonzaga-Round-8.docx,Texas GS,Gonzaga,8,neg,Navy CR - ONLINE,L,"Connor Namakula, Subbi Stevenson Devon",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
UTD-HoHu-Aff-02---Gonzaga-Round-1.docx,UTD HH,Gonzaga,1,aff,Dartmouth CG,L,"Goldberg Brovero, Adrienne Humphrey Adam",7,7,0,2,2,193,high,,Gonzaga,0,0,4,14,14,train
Texas-FeLo-Aff-2--Gonzaga-Round-5.docx,Texas FL,Gonzaga,5,aff,Michigan State FM - ONLINE,W,"Martin Spiers, Jared Feinstein Lindsay Jade",4,4,0,8,8,603,high,,Gonzaga,0,0,64,32,32,train
Michigan-MoAl-Neg-2---Gonzaga-Round-5.docx,Michigan AM,Gonzaga,5,neg,Wake Forest AB,L,"Brown Jordan - ONLINE, Tommy Moon Ava",2,0,2,4,4,1163,high,,Gonzaga,8,2326,16,8,0,train
KansasState-ArSa-Neg-1-----Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx,Kansas State SA,Northwestern,7,neg,Emory JR,L,"Ravikumar Robinson, Tajaih Sand Caitlin",1,0,1,2,2,1650,high,,Northwestern,2,1650,4,2,0,train
MichiganState-FoMa-Aff-01---Northwestern-Round-5.docx,Michigan State FM,Northwestern,5,aff,Kansas State DS,W,"Draeger Hall, Sherry Foster Isabella",4,4,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Georgia-KaCh-Neg-3---Gonzaga-Round-6.docx,Georgia CK,Gonzaga,6,neg,Kansas BM,W,"McConnell Zaidi, Kumail Kaidar-Heafetz Eshkar",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Northwestern-HePe-Neg-02---Gonzaga-University-Jesuit-Debates-Round-7.docx,Northwestern HP,Gonzaga,7,neg,Texas GS - ONLINE,L,"Gade Huffman - ONLINE, Maile Peltier Nathan",2,0,2,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
KansasState-DaRa-Aff-1---Northwestern-Round-4.docx,Kansas State DR,Northwestern,4,aff,Michigan CS,L,"Saudek Kuiper, Keryk Day Taryn",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
DartmouthCollege-PaHa-Neg-01----northwestern-Round-6.docx,Dartmouth HP,Northwestern,6,neg,Baylor PM,W,"Merriwether Fifelski, Kurt Park Ethan",5,0,5,6,6,2085,high,,Northwestern,30,10425,36,30,0,train
SouthernCalifornia-BhRa-Aff-2-Gonzaga-Round-2.docx,Southern California RB,Gonzaga,2,aff,Georgetown AC,L,"Cowan Bricker, Brett Rahman Rayeed",2,2,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Georgetown-KlLi-Aff-01---Northwestern-Round-2.docx,Georgetown KL,Northwestern,2,aff,Kansas State SA,L,"Ardis Cooper, Deven Klingler Megan",1,1,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Georgetown-GrTa-Neg-01---OLC-Memorial-Debates-@-Northwestern-Round-4.docx,Georgetown GT,Northwestern,4,neg,Wyoming CH,W,"Hawley Luckett - ONLINE, Jazmyn Greenberg Michael",1,0,1,2,2,1461,high,,Northwestern,2,1461,4,2,0,train
Trinity-KiPa-Neg-3---Gonzaga-Round-6.docx,Trinity KP,Gonzaga,6,neg,Emory CG - ONLINE,W,"Ramsey - ONLINE, Jordan Patterson Ruth",2,0,2,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Emory-GeMa-Aff-Northwestern-Round-8.docx,Emory GM,Northwestern,8,aff,UTD HK,L,"Hale Swidecki, Michael Maxwell Raleigh",5,5,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
