match_key,tournament_source,round_number,aff_team,neg_team,aff_source_file,neg_source_file,aff_win_label,aff_original_split,neg_original_split,aff_parse_confidence,neg_parse_confidence,aff_parse_high,aff_parse_medium,neg_parse_high,neg_parse_medium,aff_zero_feature_flag,neg_zero_feature_flag,tournament_northwestern,aff_num_positions,neg_num_positions,diff_num_positions,aff_num_adv_inh_solv,neg_num_adv_inh_solv,diff_num_adv_inh_solv,aff_num_offs,neg_num_offs,diff_num_offs,aff_num_cards_total,neg_num_cards_total,diff_num_cards_total,aff_num_cards_with_highlight,neg_num_cards_with_highlight,diff_num_cards_with_highlight,aff_total_highlighted_words,neg_total_highlighted_words,diff_total_highlighted_words,diff_cards_per_position
Gonzaga|1|arizona state ss|uc berkeley rm,Gonzaga,1,UC Berkeley RM,Arizona State SS,UCBerkeley-MeRe-Aff-3---Gonzaga-Round-1.docx,ArizonaState-SaSm-Neg-3---Gonzaga-Round-1.docx,1,train,train,medium,medium,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|1|csu long beach om|michigan ao,Gonzaga,1,Michigan AO,CSU Long Beach OM,Michigan-OuAg-Aff-4-Gonzaga-University-Jesuit-Debates-Round-1.docx,CSULongBeach-OrMe-Neg-04---Operation_-Gonzigga-(Gonzaga-University-Jesuit-Debates)-Round-1.docx,0,train,test,high,medium,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,20,0,20,20,0,20,3134,0,3134,20.0
Gonzaga|1|dartmouth cg|utd hh,Gonzaga,1,UTD HH,Dartmouth CG,UTD-HoHu-Aff-02---Gonzaga-Round-1.docx,DartmouthCollege-CaGo-Neg-4---Gonzaga-Round-1.docx,0,train,train,high,medium,1,0,0,1,0,0,0,7,10,-3,7,0,7,0,10,-10,2,0,2,2,0,2,193,0,193,0.2857142857142857
Gonzaga|1|dartmouth jr|wake forest hn,Gonzaga,1,Dartmouth JR,Wake Forest HN,DartmouthCollege-JoRa-Aff-2---Gonzaga-Round-1.docx,WakeForest-HaNa-Neg-Gonzaga-University-Jesuit-Debates-Round-1.docx,0,train,train,medium,medium,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|1|emory cg|iowa ew,Gonzaga,1,Emory CG,Iowa EW,Emory-GrCh-Aff-3---Gonzaga-Round-1.docx,Iowa-WeEl-Neg-03-----Gonzaga-University-Jesuit-Debates-Round-1.docx,0,train,train,medium,medium,0,1,0,1,0,1,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|1|emory cs|stanford ly,Gonzaga,1,Emory CS,Stanford LY,Emory-CrSt-Aff-Gonzaga-Round-1.docx,Stanford-LaYa-Neg-Gonzaga-University-Jesuit-Debates-Round-1.docx,1,train,train,medium,high,0,1,1,0,0,0,0,2,10,-8,2,0,2,0,10,-10,0,50,-50,0,50,-50,0,4681,-4681,-5.0
Gonzaga|1|emory ly|wichita state gm,Gonzaga,1,Wichita State GM,Emory LY,WichitaState-GrMo-Aff-5---Gonzaga-University-Jesuit-Debates-Round-1.docx,Emory-LoYa-Neg-03---Gonzaga-Round-1.docx,0,train,train,medium,medium,0,1,0,1,1,0,0,0,5,-5,0,0,0,0,5,-5,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|1|georgetown ac|georgia ck,Gonzaga,1,Georgetown AC,Georgia CK,Georgetown-AgCo-Aff-04---Gonzaga-Round-1.docx,Georgia-KaCh-Neg-3---Gonzaga-Round-1.docx,1,train,train,medium,high,0,1,1,0,0,0,0,1,2,-1,1,0,1,0,2,-2,0,1,-1,0,1,-1,0,52,-52,-0.5
Gonzaga|1|georgetown ln|michigan cc,Gonzaga,1,Michigan CC,Georgetown LN,Michigan-ChCh-Aff-3---Gonzaga-Round-1.docx,Georgetown-LaNa-Neg-03---Gonzaga-Round-1.docx,1,train,train,high,medium,1,0,0,1,0,0,0,8,8,0,8,0,8,0,8,-8,36,0,36,36,0,36,3357,0,3357,4.5
Gonzaga|1|georgetown tp|uc berkeley bu,Gonzaga,1,Georgetown TP,UC Berkeley BU,Georgetown-PeTa-Aff-01---Jesuit-Debates-@-Gonzaga-University-Round-1.docx,UCBerkeley-BoUr-Neg-3---Gonzaga-University-Jesuit-Debates-Round-1.docx,0,train,train,medium,medium,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|1|gonzaga wr|iowa sk,Gonzaga,1,Gonzaga WR,Iowa SK,Gonzaga-WeRo-Aff-Gonzaga!-Round-1.docx,Iowa-KlSe-Neg-3.-Gonzaga-University-Jesuit-Debates-Round-1.docx,0,train,train,medium,medium,0,1,0,1,0,0,0,3,1,2,3,0,3,0,1,-1,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|1|harvard ab|michigan hm,Gonzaga,1,Michigan HM,Harvard AB,Michigan-HwMc-Aff-2---Gonzaga-Round-1.docx,Harvard-AoBo-Neg-2.-Gonzaga-Round-1.docx,1,train,train,high,high,1,0,1,0,0,0,0,7,3,4,7,0,7,0,3,-3,22,10,12,22,10,12,3005,1531,1474,-0.1904761904761907
Gonzaga|1|kansas ow|minnesota hu,Gonzaga,1,Minnesota HU,Kansas OW,Minnesota-HaUs-Aff-3-Gonzaga-University-Jesuit-Debates-Round-1.docx,Kansas-OwWi-Neg-3---Gonzaga-Round-1.docx,0,train,test,high,high,1,0,1,0,0,0,0,14,6,8,14,0,14,0,6,-6,38,3,35,38,3,35,3144,456,2688,2.2142857142857144
Gonzaga|1|kentucky gs|northwestern ll,Gonzaga,1,Kentucky GS,Northwestern LL,Kentucky-GaSl-Aff-Gonzaga-Round-1.docx,Northwestern-LuLe-Neg-03---Gonzaga-Round-1.docx,1,train,validation,high,medium,1,0,0,1,0,0,0,7,7,0,7,0,7,0,7,-7,3,0,3,3,0,3,664,0,664,0.42857142857142855
Gonzaga|1|kentucky rw|northwestern ah,Gonzaga,1,Kentucky RW,Northwestern AH,Kentucky-RiWa-Aff-Gonzaga-Round-1.docx,Northwestern-ArHi-Neg-01---Gonzaga-Round-1.docx,1,train,train,medium,medium,0,1,0,1,1,0,0,0,2,-2,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|1|michigan am|northwestern np,Gonzaga,1,Northwestern NP,Michigan AM,Northwestern-NePa-Aff-2---Gonzaga-Round-1.docx,Michigan-MoAl-Neg-2---Gonzaga-Round-1.docx,1,validation,train,medium,medium,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|1|michigan es|northwestern lw,Gonzaga,1,Michigan ES,Northwestern LW,Michigan-EsSh-Aff-Gonzaga-Round-1.docx,Northwestern-LeWe-Neg-3---Gonzaga-Round-1.docx,1,train,train,high,medium,1,0,0,1,0,0,0,5,5,0,5,0,5,0,5,-5,55,0,55,55,0,55,4060,0,4060,11.0
Gonzaga|1|michigan ss|trinity kp,Gonzaga,1,Trinity KP,Michigan SS,Trinity-KiPa-Aff-3---Gonzaga-Round-1.docx,Michigan-ShSh-Neg-Gonzaga-Round-1.docx,0,train,validation,medium,high,0,1,1,0,1,0,0,0,6,-6,0,0,0,0,6,-6,0,16,-16,0,16,-16,0,2089,-2089,-2.6666666666666665
Gonzaga|1|michigan state fm|texas gs,Gonzaga,1,Texas GS,Michigan State FM,Texas-GaSt-Aff-02---Gonzaga-Round-1.docx,MichiganState-FoMa-Neg-04---Gonzaga-Round-1.docx,0,test,train,medium,medium,0,1,0,1,1,0,0,0,3,-3,0,0,0,0,3,-3,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|1|michigan state js|trinity ck,Gonzaga,1,Michigan State JS,Trinity CK,MichiganState-JaSc-Aff-4---Gonzaga-Round-1.docx,Trinity-CrKh-Neg-01-----Gonzaga-Round-1.docx,1,train,train,medium,medium,0,1,0,1,0,1,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|1|northwestern at|wyoming ch,Gonzaga,1,Wyoming CH,Northwestern AT,Wyoming-CaHa-Aff-Gonzaga-Round-1.docx,Northwestern-ArTa-Neg-3.-Gonzaga-Round-1.docx,0,train,validation,high,medium,1,0,0,1,0,0,0,4,11,-7,4,0,4,0,11,-11,2,0,2,2,0,2,513,0,513,0.5
Gonzaga|1|northwestern hp|southern california rb,Gonzaga,1,Northwestern HP,Southern California RB,Northwestern-HePe-Aff-02---Gonzaga-University-Jesuit-Debates-Round-1.docx,SouthernCalifornia-BhRa-Neg-2-Gonzaga-Round-1.docx,0,test,train,medium,medium,0,1,0,1,0,0,0,3,2,1,3,0,3,0,2,-2,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|1|northwestern lr|southern california bm,Gonzaga,1,Southern California BM,Northwestern LR,SouthernCalifornia-BrMa-Aff-Gonzaga-Round-1.docx,Northwestern-RuLi-Neg-03---Gonzaga-Round-1.docx,0,train,train,medium,medium,0,1,0,1,0,0,0,2,12,-10,2,0,2,0,12,-12,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|1|texas fl|uc berkeley gs,Gonzaga,1,UC Berkeley GS,Texas FL,UCBerkeley-GiSi-Aff-2----Gonzaga-University-Jesuit-Debates-Round-1.docx,Texas-FeLo-Neg-2--Gonzaga-Round-1.docx,0,train,test,high,high,1,0,1,0,0,0,0,4,2,2,4,0,4,0,2,-2,6,6,0,6,6,0,754,632,122,-1.5
Gonzaga|1|utd pr|wake forest de,Gonzaga,1,UTD PR,Wake Forest DE,UTD-PeRa-Aff-04---Gonzaga-Round-1.docx,WakeForest-DiEl-Neg-2---Gonzaga-University-Jesuit-Debates-Round-1.docx,1,train,train,medium,high,0,1,1,0,0,0,0,4,2,2,4,0,4,0,2,-2,0,18,-18,0,18,-18,0,1976,-1976,-9.0
Gonzaga|2|baylor dl|michigan cs,Gonzaga,2,Michigan CS,Baylor DL,Michigan-ChSa-Aff-3---Gonzaga-Round-2.docx,Baylor-DaLa-Neg-Gonzaga-Round-2.docx,0,train,train,medium,medium,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|2|dartmouth cg|northwestern np,Gonzaga,2,Dartmouth CG,Northwestern NP,DartmouthCollege-CaGo-Aff-4---Gonzaga-Round-2.docx,Northwestern-NePa-Neg-2---Gonzaga-Round-2.docx,0,train,train,medium,medium,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|2|dartmouth jr|emory ts,Gonzaga,2,Emory TS,Dartmouth JR,Emory-StTa-Aff-Gonzaga-Round-2.docx,DartmouthCollege-JoRa-Neg-2---Gonzaga-Round-2.docx,0,train,train,medium,medium,0,1,0,1,1,0,0,0,1,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|2|emory cr|purdue hh,Gonzaga,2,Purdue HH,Emory CR,Purdue-HaHa-Aff-1---Gonzaga-Round-2.docx,Emory-ChRa-Neg-Gonzaga-Round-2.docx,0,validation,test,high,medium,1,0,0,1,0,0,0,3,7,-4,3,0,3,0,7,-7,8,0,8,8,0,8,542,0,542,2.6666666666666665
Gonzaga|2|emory gs|michigan state fm,Gonzaga,2,Michigan State FM,Emory GS,MichiganState-FoMa-Aff-04---Gonzaga-Round-2.docx,Emory-GaSo-Neg-4.-Gonzaga-Round-2.docx,0,train,test,high,high,1,0,1,0,0,0,0,6,7,-1,6,0,6,0,7,-7,1,2,-1,1,2,-1,301,2067,-1766,-0.11904761904761904
Gonzaga|2|emory kw|michigan ao,Gonzaga,2,Emory KW,Michigan AO,Emory-WaKi-Aff-Gonzaga-University-Jesuit-Debates-Round-2.docx,Michigan-OuAg-Neg-4-Gonzaga-University-Jesuit-Debates-Round-2.docx,0,test,train,medium,high,0,1,1,0,0,0,0,4,2,2,4,0,4,0,2,-2,0,49,-49,0,49,-49,0,3722,-3722,-24.5
Gonzaga|2|emory ly|michigan state js,Gonzaga,2,Emory LY,Michigan State JS,Emory-LoYa-Aff-03---Gonzaga-Round-2.docx,MichiganState-JaSc-Neg-4---Gonzaga-Round-2.docx,1,train,train,medium,high,0,1,1,0,0,0,0,10,1,9,10,0,10,0,1,-1,0,6,-6,0,6,-6,0,3488,-3488,-6.0
Gonzaga|2|george mason ww|stanford ly,Gonzaga,2,Stanford LY,George Mason WW,Stanford-LaYa-Aff-Gonzaga-University-Jesuit-Debates-Round-2.docx,GeorgeMason-WrWi-Neg-4---Gonzaga-Round-2.docx,1,train,validation,high,high,1,0,1,0,0,0,0,3,9,-6,3,0,3,0,9,-9,9,2,7,9,2,7,1263,164,1099,2.7777777777777777
Gonzaga|2|georgetown ac|southern california rb,Gonzaga,2,Southern California RB,Georgetown AC,SouthernCalifornia-BhRa-Aff-2-Gonzaga-Round-2.docx,Georgetown-AgCo-Neg-04---Gonzaga-Round-2.docx,0,train,train,medium,high,0,1,1,0,0,0,0,2,12,-10,2,0,2,0,12,-12,0,2,-2,0,2,-2,0,257,-257,-0.16666666666666666
Gonzaga|2|georgetown ln|minnesota hu,Gonzaga,2,Georgetown LN,Minnesota HU,Georgetown-LaNa-Aff-03---Gonzaga-Round-2.docx,Minnesota-HaUs-Neg-3-Gonzaga-University-Jesuit-Debates-Round-2.docx,0,validation,train,medium,high,0,1,1,0,0,0,0,2,1,1,2,0,2,0,1,-1,0,4,-4,0,4,-4,0,2079,-2079,-4.0
Gonzaga|2|georgia ck|northwestern hp,Gonzaga,2,Georgia CK,Northwestern HP,Georgia-KaCh-Aff-3---Gonzaga-Round-2.docx,Northwestern-HePe-Neg-02---Gonzaga-University-Jesuit-Debates-Round-2.docx,1,train,train,medium,high,0,1,1,0,1,0,0,0,1,-1,0,0,0,0,1,-1,0,1,-1,0,1,-1,0,328,-328,-1.0
Gonzaga|2|gonzaga wr|michigan bp,Gonzaga,2,Michigan BP,Gonzaga WR,Michigan-BaPa-Aff-Gonzaga-Round-2.docx,Gonzaga-WeRo-Neg-Gonzaga!-Round-2.docx,1,train,train,high,high,1,0,1,0,0,0,0,3,2,1,3,0,3,0,2,-2,37,1,36,37,1,36,3386,599,2787,11.833333333333334
Gonzaga|2|harvard ab|utd pr,Gonzaga,2,Harvard AB,UTD PR,Harvard-AoBo-Aff-2.-Gonzaga-Round-2.docx,UTD-PeRa-Neg-04---Gonzaga-Round-2.docx,1,train,test,high,high,1,0,1,0,0,0,0,3,4,-1,3,0,3,0,4,-4,28,6,22,28,6,22,1985,2255,-270,7.833333333333334
Gonzaga|2|iowa bs|texas gs,Gonzaga,2,Iowa BS,Texas GS,Iowa-BiSa-Aff-3--Gonzaga-University-Jesuit-Debates-Round-2.docx,Texas-GaSt-Neg-02---Gonzaga-Round-2.docx,1,train,test,medium,high,0,1,1,0,1,0,0,0,1,-1,0,0,0,0,1,-1,0,1,-1,0,1,-1,0,111,-111,-1.0
Gonzaga|2|iowa ew|michigan state gl,Gonzaga,2,Iowa EW,Michigan State GL,Iowa-WeEl-Aff-03-----Gonzaga-University-Jesuit-Debates-Round-2.docx,MichiganState-GuLe-Neg-Gonzaga-Round-2.docx,0,train,validation,medium,high,0,1,1,0,1,0,0,0,5,-5,0,0,0,0,5,-5,0,1,-1,0,1,-1,0,799,-799,-0.2
Gonzaga|2|iowa sk|kansas bm,Gonzaga,2,Iowa SK,Kansas BM,Iowa-KlSe-Aff-3.-Gonzaga-University-Jesuit-Debates-Round-2.docx,Kansas-BaMc-Neg-3---Gonzaga-Round-2.docx,0,train,train,medium,medium,0,1,0,1,1,0,0,0,3,-3,0,0,0,0,3,-3,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|2|kansas bw|northwestern at,Gonzaga,2,Northwestern AT,Kansas BW,Northwestern-ArTa-Aff-3.-Gonzaga-Round-2.docx,Kansas-BrWa-Neg-3---Gonzaga-Round-2.docx,1,train,test,medium,medium,0,1,0,1,0,0,0,7,5,2,7,0,7,0,5,-5,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|2|kansas ow|michigan cc,Gonzaga,2,Kansas OW,Michigan CC,Kansas-OwWi-Aff-3---Gonzaga-Round-2.docx,Michigan-ChCh-Neg-3---Gonzaga-Round-2.docx,0,train,train,high,high,1,0,1,0,0,0,0,9,4,5,9,0,9,0,4,-4,2,11,-9,2,11,-9,697,994,-297,-2.5277777777777777
Gonzaga|2|kansas ua|michigan ss,Gonzaga,2,Michigan SS,Kansas UA,Michigan-ShSh-Aff-Gonzaga-Round-2.docx,Kansas-AiUl-Neg-3.-Gonzaga-Round-2.docx,1,train,validation,high,medium,1,0,0,1,0,0,0,8,9,-1,8,0,8,0,9,-9,55,0,55,55,0,55,4569,0,4569,6.875
Gonzaga|2|michigan am|utd hh,Gonzaga,2,Michigan AM,UTD HH,Michigan-MoAl-Aff-2---Gonzaga-Round-2.docx,UTD-HoHu-Neg-02---Gonzaga-Round-2.docx,1,validation,test,high,high,1,0,1,0,0,0,0,4,8,-4,4,0,4,0,8,-8,16,9,7,16,9,7,1394,1591,-197,2.875
Gonzaga|2|michigan es|texas fl,Gonzaga,2,Texas FL,Michigan ES,Texas-FeLo-Aff-2--Gonzaga-Round-2.docx,Michigan-EsSh-Neg-Gonzaga-Round-2.docx,0,train,train,high,high,1,0,1,0,0,0,0,1,4,-3,1,0,1,0,4,-4,9,13,-4,9,13,-4,603,1258,-655,5.75
Gonzaga|2|michigan hm|wake forest de,Gonzaga,2,Wake Forest DE,Michigan HM,WakeForest-DiEl-Aff-2---Gonzaga-University-Jesuit-Debates-Round-2.docx,Michigan-HwMc-Neg-2---Gonzaga-Round-2.docx,1,validation,train,high,high,1,0,1,0,0,0,0,6,5,1,6,0,6,0,5,-5,11,43,-32,11,43,-32,1651,3743,-2092,-6.766666666666667
Gonzaga|2|northwestern ah|wyoming ww,Gonzaga,2,Northwestern AH,Wyoming WW,Northwestern-ArHi-Aff-01---Gonzaga-Round-2.docx,Wyoming-WiWi-Neg-4.-Gonzaga-Round-2.docx,0,train,train,medium,medium,0,1,0,1,0,0,0,1,2,-1,1,0,1,0,2,-2,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|2|northwestern lw|uc berkeley gs,Gonzaga,2,Northwestern LW,UC Berkeley GS,Northwestern-LeWe-Aff-3---Gonzaga-Round-2.docx,UCBerkeley-GiSi-Neg-2---Gonzaga-University-Jesuit-Debates-Round-2.docx,0,validation,train,high,high,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,-1,3,4,-1,3,4,-1,1460,754,706,-1.0
Gonzaga|2|southern california hv|wyoming ch,Gonzaga,2,Southern California HV,Wyoming CH,SouthernCalifornia-VeHu-Aff-Gonzaga-University-Jesuit-Debates-Round-2.docx,Wyoming-CaHa-Neg-Gonzaga-Round-2.docx,0,train,train,medium,medium,0,1,0,1,0,0,0,2,12,-10,2,0,2,0,12,-12,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|2|trinity ck|wichita state gm,Gonzaga,2,Trinity CK,Wichita State GM,Trinity-CrKh-Aff-01-----Gonzaga-Round-2.docx,WichitaState-GrMo-Neg-5---Gonzaga-University-Jesuit-Debates-Round-2.docx,0,train,validation,medium,medium,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|3|baylor dl|northwestern lr,Gonzaga,3,Northwestern LR,Baylor DL,Northwestern-RuLi-Aff-03---Gonzaga-Round-3.docx,Baylor-DaLa-Neg-Gonzaga-Round-3.docx,1,validation,train,medium,high,0,1,1,0,0,0,0,7,2,5,7,0,7,0,2,-2,0,7,-7,0,7,-7,0,2317,-2317,-3.5
Gonzaga|3|dartmouth cg|michigan state js,Gonzaga,3,Michigan State JS,Dartmouth CG,MichiganState-JaSc-Aff-4---Gonzaga-Round-3.docx,DartmouthCollege-CaGo-Neg-4---Gonzaga-Round-3.docx,1,validation,train,medium,high,0,1,1,0,0,0,0,6,9,-3,6,0,6,0,9,-9,0,1,-1,0,1,-1,0,449,-449,-0.1111111111111111
Gonzaga|3|emory cg|northwestern ah,Gonzaga,3,Northwestern AH,Emory CG,Northwestern-ArHi-Aff-01---Gonzaga-Round-3.docx,Emory-GrCh-Neg-3---Gonzaga-Round-3.docx,1,train,train,medium,medium,0,1,0,1,0,0,0,1,11,-10,1,0,1,0,11,-11,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|3|emory cr|wyoming ch,Gonzaga,3,Emory CR,Wyoming CH,Emory-ChRa-Aff-Gonzaga-Round-3.docx,Wyoming-CaHa-Neg-Gonzaga-Round-3.docx,0,validation,train,medium,medium,0,1,0,1,0,1,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|3|emory cs|northwestern np,Gonzaga,3,Emory CS,Northwestern NP,Emory-CrSt-Aff-Gonzaga-Round-3.docx,Northwestern-NePa-Neg-2---Gonzaga-Round-3.docx,0,train,test,medium,medium,0,1,0,1,0,1,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|3|emory gs|wyoming ww,Gonzaga,3,Emory GS,Wyoming WW,Emory-GaSo-Aff-4.-Gonzaga-Round-3.docx,Wyoming-WiWi-Neg-4.-Gonzaga-Round-3.docx,1,train,train,medium,high,0,1,1,0,0,0,0,2,3,-1,2,0,2,0,3,-3,0,3,-3,0,3,-3,0,871,-871,-1.0
Gonzaga|3|emory kw|trinity ck,Gonzaga,3,Trinity CK,Emory KW,Trinity-CrKh-Aff-01-----Gonzaga-Round-3.docx,Emory-WaKi-Neg-Gonzaga-University-Jesuit-Debates-Round-3.docx,0,train,train,medium,medium,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|3|emory ly|michigan bp,Gonzaga,3,Michigan BP,Emory LY,Michigan-BaPa-Aff-Gonzaga-Round-3.docx,Emory-LoYa-Neg-03---Gonzaga-Round-3.docx,1,train,validation,high,medium,1,0,0,1,0,0,0,7,13,-6,7,0,7,0,13,-13,76,0,76,76,0,76,6255,0,6255,10.857142857142858
Gonzaga|3|emory ts|texas gs,Gonzaga,3,Texas GS,Emory TS,Texas-GaSt-Aff-02---Gonzaga-Round-3.docx,Emory-StTa-Neg-Gonzaga-Round-3.docx,1,train,train,medium,medium,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|3|george mason ww|utd pr,Gonzaga,3,George Mason WW,UTD PR,GeorgeMason-WrWi-Aff-4---Gonzaga-Round-3.docx,UTD-PeRa-Neg-04---Gonzaga-Round-3.docx,1,validation,validation,high,high,1,0,1,0,0,0,0,3,5,-2,3,0,3,0,5,-5,1,13,-12,1,13,-12,248,2682,-2434,-2.2666666666666666
Gonzaga|3|georgetown ac|michigan ss,Gonzaga,3,Michigan SS,Georgetown AC,Michigan-ShSh-Aff-Gonzaga-Round-3.docx,Georgetown-AgCo-Neg-04---Gonzaga-Round-3.docx,0,train,train,high,high,1,0,1,0,0,0,0,10,14,-4,10,0,10,0,14,-14,56,2,54,56,2,54,5004,1039,3965,5.457142857142856
Gonzaga|3|georgetown ln|southern california bm,Gonzaga,3,Southern California BM,Georgetown LN,SouthernCalifornia-BrMa-Aff-Gonzaga-Round-3.docx,Georgetown-LaNa-Neg-03---Gonzaga-Round-3.docx,1,validation,test,medium,high,0,1,1,0,0,0,0,2,9,-7,2,0,2,0,9,-9,0,3,-3,0,3,-3,0,513,-513,-0.3333333333333333
Gonzaga|3|harvard ab|uc berkeley rm,Gonzaga,3,UC Berkeley RM,Harvard AB,UCBerkeley-MeRe-Aff-3---Gonzaga-Round-3.docx,Harvard-AoBo-Neg-2.-Gonzaga-Round-3.docx,1,train,train,medium,high,0,1,1,0,1,0,0,0,1,-1,0,0,0,0,1,-1,0,4,-4,0,4,-4,0,2032,-2032,-4.0
Gonzaga|3|kansas bw|michigan state fm,Gonzaga,3,Kansas BW,Michigan State FM,Kansas-BrWa-Aff-3---Gonzaga-Round-3.docx,MichiganState-FoMa-Neg-04---Gonzaga-Round-3.docx,0,train,train,high,high,1,0,1,0,0,0,0,13,10,3,13,0,13,0,10,-10,1,4,-3,1,4,-3,139,777,-638,-0.3230769230769231
Gonzaga|3|kentucky rw|michigan state gs,Gonzaga,3,Michigan State GS,Kentucky RW,MichiganState-GeSh-Aff-Gonzaga-University-Jesuit-Debates-Round-3.docx,Kentucky-RiWa-Neg-Gonzaga-Round-3.docx,1,validation,train,medium,medium,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|3|michigan hm|wake forest hn,Gonzaga,3,Michigan HM,Wake Forest HN,Michigan-HwMc-Aff-2---Gonzaga-Round-3.docx,WakeForest-HaNa-Neg-Gonzaga-University-Jesuit-Debates-Round-3.docx,0,train,test,high,medium,1,0,0,1,0,1,0,7,0,7,7,0,7,0,0,0,25,0,25,25,0,25,2989,0,2989,3.5714285714285716
Gonzaga|3|southern california hv|utd dd,Gonzaga,3,Southern California HV,UTD DD,SouthernCalifornia-VeHu-Aff-Gonzaga-University-Jesuit-Debates-Round-3.docx,UTD-DADi-Neg-Gonzaga-Round-3.docx,0,train,validation,medium,medium,0,1,0,1,0,1,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|3|stanford ly|wake forest de,Gonzaga,3,Wake Forest DE,Stanford LY,WakeForest-DiEl-Aff-2---Gonzaga-University-Jesuit-Debates-Round-3.docx,Stanford-LaYa-Neg-Gonzaga-University-Jesuit-Debates-Round-3.docx,0,train,train,high,high,1,0,1,0,0,0,0,6,9,-3,6,0,6,0,9,-9,9,25,-16,9,25,-16,2351,3898,-1547,-1.2777777777777777
Gonzaga|4|csu long beach om|iowa bs,Gonzaga,4,CSU Long Beach OM,Iowa BS,CSULongBeach-OrMe-Aff-04---Operation_-Gonzigga-(Gonzaga-University-Jesuit-Debates)-Round-4.docx,Iowa-BiSa-Neg-3--Gonzaga-University-Jesuit-Debates-Round-4.docx,1,train,train,medium,medium,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|4|dartmouth cg|northwestern ah,Gonzaga,4,Dartmouth CG,Northwestern AH,DartmouthCollege-CaGo-Aff-4---Gonzaga-Round-4.docx,Northwestern-ArHi-Neg-01---Gonzaga-Round-4.docx,1,train,train,high,medium,1,0,0,1,0,0,0,2,7,-5,2,0,2,0,7,-7,3,0,3,3,0,3,1283,0,1283,1.5
Gonzaga|4|dartmouth jr|michigan state gs,Gonzaga,4,Dartmouth JR,Michigan State GS,DartmouthCollege-JoRa-Aff-2---Gonzaga-Round-4.docx,MichiganState-GeSh-Neg-Gonzaga-University-Jesuit-Debates-Round-4.docx,0,train,test,medium,medium,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|4|emory cs|kansas ua,Gonzaga,4,Kansas UA,Emory CS,Kansas-AiUl-Aff-3.-Gonzaga-Round-4.docx,Emory-CrSt-Neg-Gonzaga-Round-4.docx,1,test,validation,medium,medium,0,1,0,1,0,0,0,10,4,6,10,0,10,0,4,-4,0,0,0,0,0,0,0,0,0,0.0
Gonzaga|4|emory kw|michigan cs,Gonzaga,4,Emory KW,Michigan CS,Emory-WaKi-Aff-Gonzaga-University-Jesuit-Debates-Round-4.docx,Michigan-ChSa-Neg-3---Gonzaga-Round-4.docx,0,train,train,medium,high,0,1,1,0,0,0,0,4,1,3,4,0,4,0,1,-1,0,10,-10,0,10,-10,0,1959,-1959,-10.0
